top - 15:25:27 up  6:39,  1 user,  load average: 0.20, 0.36, 0.56
    742 root     -51   0       0      0      0 S   0.0   0.0   0:00.23 irq/146-iwlwifi:queue_1
    743 root     -51   0       0      0      0 S   0.0   0.0   0:00.31 irq/147-iwlwifi:queue_2
    744 root     -51   0       0      0      0 S   0.0   0.0   0:00.25 irq/148-iwlwifi:queue_3
    745 root     -51   0       0      0      0 S   0.0   0.0   0:00.25 irq/149-iwlwifi:queue_4
    746 root     -51   0       0      0      0 S   0.0   0.0   0:00.22 irq/150-iwlwifi:queue_5
    747 root     -51   0       0      0      0 S   0.0   0.0   0:00.23 irq/151-iwlwifi:queue_6
    748 root     -51   0       0      0      0 S   0.0   0.0   0:02.00 irq/152-iwlwifi:queue_7
    749 root     -51   0       0      0      0 S   0.0   0.0   0:00.45 irq/153-iwlwifi:queue_8
    750 root     -51   0       0      0      0 S   0.0   0.0   0:00.23 irq/154-iwlwifi:queue_9
    751 root     -51   0       0      0      0 S   0.0   0.0   0:00.14 irq/155-iwlwifi:queue_10
    752 root     -51   0       0      0      0 S   0.0   0.0   0:00.22 irq/156-iwlwifi:queue_11
    753 root     -51   0       0      0      0 S   0.0   0.0   0:00.15 irq/157-iwlwifi:queue_12
    754 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/158-iwlwifi:exception
    790 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mmc_complete
    841 root      20   0       0      0      0 S   0.0   0.0   0:00.00 jbd2/nvme0n1p2-8
    842 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ext4-rsv-conver
    865 systemd+  20   0   17656   8496   7512 S   0.0   0.0   0:15.56 systemd-oomd
    866 systemd+  20   0   26692  17648  12176 S   0.0   0.1   0:03.63 systemd-resolve
    867 root      16  -4   18032   2388   1668 S   0.0   0.0   0:00.02 auditd
    885 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rpciod
    886 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 xprtiod
    888 dbus      20   0   11008   5044   3980 S   0.0   0.0   0:00.03 dbus-broker-lau
    889 dbus      20   0   11280   7056   2508 S   0.0   0.0   0:03.14 dbus-broker
    891 avahi     20   0    8664   4292   3920 S   0.0   0.0   0:00.23 avahi-daemon
    892 root      20   0    9712   5228   4808 S   0.0   0.0   0:00.03 bluetoothd
    907 root      -2   0  229640   4680   4264 S   0.0   0.0   0:00.01 low-memory-moni
    913 root      20   0    2764   1872   1724 S   0.0   0.0   0:00.00 mcelog
    927 root      20   0  452452   7432   6704 S   0.0   0.0   0:00.03 power-profiles-
    929 daemon    20   0  319772   9460   7336 S   0.0   0.0   0:32.81 rngd
    932 rtkit     21   1  153976   1600   1360 S   0.0   0.0   0:00.20 rtkit-daemon
    939 root      20   0  526564   7968   6780 S   0.0   0.0   0:00.06 accounts-daemon
    943 root      20   0  448848   6652   6040 S   0.0   0.0   0:00.02 switcheroo-cont
    949 root      20   0   17888   8652   7568 S   0.0   0.0   0:00.50 systemd-homed
    950 root      20   0   53456  12808   9280 S   0.0   0.0   0:01.00 systemd-logind
    954 root      20   0   17672   8388   7344 S   0.0   0.0   0:00.61 systemd-machine
    957 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
    958 root      20   0  458228   9984   9176 S   0.0   0.0   0:01.35 thermald
    959 root      20   0  395420  14756  11740 S   0.0   0.0   0:01.13 udisksd
    963 root      20   0  455964   9612   7756 S   0.0   0.0   0:03.63 upowerd
   1043 avahi     20   0    8396    372      0 S   0.0   0.0   0:00.00 avahi-daemon
   1079 root      39  19    4804   3040   2744 S   0.0   0.0   0:00.02 alsactl
   1090 chrony    20   0   85092   3704   3092 S   0.0   0.0   0:00.05 chronyd
   1097 root      20   0  467104  12944  10752 S   0.0   0.0   0:00.05 abrtd
   1098 root      20   0  390416  12276  10372 S   0.0   0.0   0:00.06 ModemManager
   1101 root      20   0  352228  42936  19856 S   0.0   0.1   0:00.32 firewalld
   1169 root      20   0 1085056  26264  24216 S   0.0   0.1   0:00.15 abrt-dump-journ
   1170 root      20   0 1068780  52468  50308 S   0.0   0.2   0:00.15 abrt-dump-journ
   1171 root      20   0 1068664  50560  48456 S   0.0   0.2   0:00.15 abrt-dump-journ
   1209 root      20   0  476136  22840  18832 S   0.0   0.1   0:03.12 NetworkManager
   1225 root      20   0  247828   9472   7824 S   0.0   0.0   0:00.01 cupsd
   1237 root      20   0  270860   3716   2852 S   0.0   0.0   0:00.01 gssproxy
   1260 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvkm-disp
   1263 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card1-crtc0
   1264 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card1-crtc1
   1265 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card1-crtc2
   1266 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card1-crtc3
   1273 root      20   0   16468  11640   9636 S   0.0   0.0   0:00.42 wpa_supplicant
   1474 root      20   0    3420   1068    964 S   0.0   0.0   0:00.00 atd
   1475 root      20   0  224436   3756   2904 S   0.0   0.0   0:00.02 crond
   1476 root      20   0  453664   9080   7960 S   0.0   0.0   0:00.02 gdm
   1496 root      20   0  233936   5596   4884 S   0.0   0.0   0:00.02 uresourced
   1603 dnsmasq   20   0   10116   2480   2088 S   0.0   0.0   0:00.00 dnsmasq
   1604 root      20   0   10012    372      0 S   0.0   0.0   0:00.00 dnsmasq
   1653 dnsmasq   20   0   10116   2520   2128 S   0.0   0.0   0:00.00 dnsmasq
   1655 root      20   0   10012    372      0 S   0.0   0.0   0:00.00 dnsmasq
   1772 root      20   0 1214872 597152  27256 S   0.0   1.8   0:30.08 packagekitd
   1921 root      20   0  618628   7632   6684 S   0.0   0.0   0:00.01 pcscd
   2001 colord    20   0  532460  13764  10084 S   0.0   0.0   0:00.08 colord
   2061 root      10 -10       0      0      0 S   0.0   0.0   0:00.00 krfcommd
   2241 root      20   0  388368  12952  10612 S   0.0   0.0   0:00.02 gdm-session-wor
   2261 daemonna  20   0   23340  14936  10700 S   0.0   0.0   0:02.50 systemd
   2271 daemonna  20   0  176988   7044      8 S   0.0   0.0   0:00.00 (sd-pam)
   2361 daemonna  20   0  602784   8088   6796 S   0.0   0.0   0:00.51 gnome-keyring-d
   2459 daemonna  20   0  374744   5840   5360 S   0.0   0.0   0:00.00 gdm-wayland-ses
   2462 daemonna  20   0   10508   4376   3956 S   0.0   0.0   0:00.02 dbus-broker-lau
   2469 daemonna  20   0  514976  17912  15724 S   0.0   0.1   0:00.02 gnome-session-b
   2550 daemonna  20   0  304252   4932   4488 S   0.0   0.0   0:00.00 gnome-session-c
   2552 daemonna  20   0  463568  10504   8960 S   0.0   0.0   0:01.42 uresourced
   2554 daemonna  20   0  663536  19728  16404 S   0.0   0.1   0:01.76 gnome-session-b
   2559 daemonna  20   0  452852   8032   7084 S   0.0   0.0   0:00.03 gvfsd
   2565 daemonna  20   0  379980   6352   5696 S   0.0   0.0   0:00.00 gvfsd-fuse
   3313 daemonna  20   0  308648   6676   6088 S   0.0   0.0   0:00.00 at-spi-bus-laun
   3319 daemonna  20   0   10380   4164   3812 S   0.0   0.0   0:00.00 dbus-broker-lau
   3321 daemonna  20   0    5000   2880   2572 S   0.0   0.0   0:00.01 dbus-broker
   3410 daemonna  20   0  448516   4964   4536 S   0.0   0.0   0:00.00 xdg-permission-
   3414 daemonna  20   0  586228  22748  19792 S   0.0   0.1   0:00.03 gnome-shell-cal
   3428 daemonna  20   0 1288132  27832  23444 S   0.0   0.1   0:00.05 evolution-sourc
   3441 geoclue   20   0 1169228  25004  15460 S   0.0   0.1   0:02.02 geoclue
   3445 daemonna  20   0  824168  36968  30260 S   0.0   0.1   0:00.05 goa-daemon
   3446 daemonna  20   0  156384   6176   5212 S   0.0   0.0   0:00.05 dconf-service
   3455 daemonna  20   0 1334540  32548  27800 S   0.0   0.1   0:00.08 evolution-calen
   3494 daemonna  20   0  531568   9344   8152 S   0.0   0.0   0:01.25 goa-identity-se
   3502 daemonna  20   0  885276  29364  25852 S   0.0   0.1   0:00.05 evolution-addre
   3523 root      20   0  261612  30620   8780 S   0.0   0.1   0:05.30 sssd_kcm
   3629 daemonna  20   0  534088  10596   9080 S   0.0   0.0   0:00.06 gvfs-udisks2-vo
   3640 daemonna  20   0  448824   6420   5836 S   0.0   0.0   0:00.00 gvfs-mtp-volume
   3646 daemonna  20   0  450816   7192   6380 S   0.0   0.0   0:00.00 gvfs-gphoto2-vo
   3654 daemonna  20   0  448868   6260   5732 S   0.0   0.0   0:00.00 gvfs-goa-volume
   3659 daemonna  20   0  528348   8108   7092 S   0.0   0.0   0:00.26 gvfs-afc-volume
   3689 daemonna  20   0 3147128  28956  23088 S   0.0   0.1   0:01.05 gjs
   3690 daemonna  20   0  161656   7228   6548 S   0.0   0.0   0:00.37 at-spi2-registr
   3756 daemonna  20   0  531364  15992   6768 S   0.0   0.0   0:17.22 ibus-daemon
   3758 daemonna  20   0  522876   6468   5880 S   0.0   0.0   0:00.36 gsd-a11y-settin
   3761 daemonna  20   0  607604  32964  26320 S   0.0   0.1   0:00.53 gsd-color
   3763 daemonna  20   0  540452  11500  10036 S   0.0   0.0   0:00.35 gsd-datetime
   3767 daemonna  20   0  525832   7976   6796 S   0.0   0.0   0:00.69 gsd-housekeepin
   3770 daemonna  20   0  593828  29680  23892 S   0.0   0.1   0:00.43 gsd-keyboard
   3771 daemonna  20   0  738260  32616  26224 S   0.0   0.1   0:01.23 gsd-media-keys
   3773 daemonna  20   0  668652  31548  24952 S   0.0   0.1   0:00.76 gsd-power
   3779 daemonna  20   0  461964  11480  10132 S   0.0   0.0   0:00.35 gsd-print-notif
   3780 daemonna  20   0  670232   6392   5788 S   0.0   0.0   0:00.34 gsd-rfkill
   3782 daemonna  20   0  448652   6084   5560 S   0.0   0.0   0:00.36 gsd-screensaver
   3786 daemonna  20   0  678996  11336   9588 S   0.0   0.0   0:01.28 gsd-sharing
   3790 daemonna  20   0  610668  14160  11972 S   0.0   0.0   0:01.02 gsd-smartcard
   3797 daemonna  20   0  531332   9196   8200 S   0.0   0.0   0:00.32 gsd-sound
   3799 daemonna  20   0  598524   7240   6548 S   0.0   0.0   0:00.31 gsd-usb-protect
   3803 daemonna  20   0  594368  30632  24460 S   0.0   0.1   0:00.44 gsd-wacom
   3856 daemonna  20   0  449708   7092   6460 S   0.0   0.0   0:00.00 ibus-dconf
   3857 daemonna  20   0  599736  36336  25088 S   0.0   0.1   0:06.67 ibus-extension-
   3868 daemonna  20   0  449624   7612   6732 S   0.0   0.0   0:00.35 ibus-portal
   3869 daemonna  20   0 3220484  27944  23008 S   0.0   0.1   0:00.04 gjs
   3898 daemonna  20   0 1002652  70296  56500 S   0.0   0.2   0:00.26 evolution-alarm
   3905 daemonna  20   0 1462032 258204  64496 S   0.0   0.8   0:05.16 gnome-software
   3907 daemonna  20   0  232236   6388   5364 S   0.0   0.0   0:00.01 gsd-disk-utilit
   3915 daemonna  20   0  304876   5280   4324 S   0.0   0.0   0:00.00 BluejeansHelper
   3942 daemonna  20   0  524440  22460  17908 S   0.0   0.1   0:00.16 abrt-applet
   4008 daemonna  20   0  375840   7028   6360 S   0.0   0.0   0:04.82 ibus-engine-sim
   4014 daemonna  20   0  594136  18544  16268 S   0.0   0.1   0:00.01 gsd-printer
   4047 daemonna  20   0  891584   6368   5740 S   0.0   0.0   0:00.40 xdg-document-po
   4055 root      20   0    2624   1052    964 S   0.0   0.0   0:00.00 fusermount
   4061 daemonna  20   0 2245728 137416  92688 S   0.0   0.4   0:46.94 xdg-desktop-por
   4069 root      20   0  467668  12644  10624 S   0.0   0.0   0:00.06 abrt-dbus
   5106 daemonna  20   0    6120   3392   3052 S   0.0   0.0   0:07.64 cgroupify
   5113 daemonna  20   0   16.0g   4972   4664 S   0.0   0.0   0:00.00 chrome_crashpad
   5115 daemonna  20   0   16.0g   4712   4400 S   0.0   0.0   0:00.00 chrome_crashpad
   5119 daemonna  20   0   16.5g  55104  43996 S   0.0   0.2   0:00.01 chromium-browse
   5120 daemonna  20   0   16.5g  55188  44080 S   0.0   0.2   0:00.02 chromium-browse
   5122 daemonna  20   0   16.5g  15016   3872 S   0.0   0.0   0:00.17 chromium-browse
   5162 daemonna  20   0   16.5g  32560  19272 S   0.0   0.1   0:02.90 chromium-browse
   5211 daemonna  20   0 1120472 109656  67456 S   0.0   0.3   5:15.73 Xwayland
   5238 daemonna  20   0 1542160  68200  53892 S   0.0   0.2   0:00.71 gsd-xsettings
   5262 daemonna  20   0  519140  29800  23932 S   0.0   0.1   0:00.09 ibus-x11
   5517 daemonna  20   0   28.8g 252988  97752 S   0.0   0.8   2:10.85 chromium-browse
   5670 daemonna  20   0   24.8g 162508  89780 S   0.0   0.5   0:10.72 chromium-browse
   5803 daemonna  20   0  375408   6232   5624 S   0.0   0.0   0:00.00 gvfsd-metadata
   5832 root      20   0  225716    816    496 S   0.0   0.0   0:00.29 gpg-agent
   5834 root      20   0   78572   1408   1244 S   0.0   0.0   0:00.00 scdaemon
   5849 root      20   0  225716    764    440 S   0.0   0.0   0:00.30 gpg-agent
   5851 root      20   0   78572   1412   1244 S   0.0   0.0   0:00.00 scdaemon
   5895 root      20   0  225716    940    612 S   0.0   0.0   0:00.29 gpg-agent
   5902 root      20   0   78572   1388   1220 S   0.0   0.0   0:00.00 scdaemon
   6029 root      20   0  225716    960    636 S   0.0   0.0   0:00.30 gpg-agent
   6031 root      20   0   78572   1404   1240 S   0.0   0.0   0:00.00 scdaemon
   6044 root      20   0  225716    976    652 S   0.0   0.0   0:00.29 gpg-agent
   6046 root      20   0   78572   1332   1164 S   0.0   0.0   0:00.00 scdaemon
   6059 root      20   0  225716    784    456 S   0.0   0.0   0:00.29 gpg-agent
   6061 root      20   0   78572   1360   1192 S   0.0   0.0   0:00.00 scdaemon
   6073 root      20   0  225716    764    436 S   0.0   0.0   0:00.29 gpg-agent
   6075 root      20   0   78572   1272   1108 S   0.0   0.0   0:00.00 scdaemon
   6092 root      20   0  225716    964    636 S   0.0   0.0   0:00.30 gpg-agent
   6094 root      20   0   78572   1404   1240 S   0.0   0.0   0:00.00 scdaemon
   6107 root      20   0  225716    956    636 S   0.0   0.0   0:00.29 gpg-agent
   6109 root      20   0   78572   1428   1260 S   0.0   0.0   0:00.00 scdaemon
   6122 root      20   0  225716    944    616 S   0.0   0.0   0:00.30 gpg-agent
   6124 root      20   0   78572   1392   1220 S   0.0   0.0   0:00.00 scdaemon
   6134 root      20   0  225716    896    572 S   0.0   0.0   0:00.29 gpg-agent
   6136 root      20   0   78572   1372   1208 S   0.0   0.0   0:00.00 scdaemon
   6149 root      20   0  225716    796    468 S   0.0   0.0   0:00.29 gpg-agent
   6151 root      20   0   78572   1276   1108 S   0.0   0.0   0:00.00 scdaemon
   6164 root      20   0  225716    760    436 S   0.0   0.0   0:00.29 gpg-agent
   6166 root      20   0   78572   1356   1188 S   0.0   0.0   0:00.00 scdaemon
   6179 root      20   0  225716    920    592 S   0.0   0.0   0:00.29 gpg-agent
   6181 root      20   0   78572   1356   1188 S   0.0   0.0   0:00.00 scdaemon
   6194 root      20   0  225716    776    452 S   0.0   0.0   0:00.29 gpg-agent
   6196 root      20   0   78572   1428   1260 S   0.0   0.0   0:00.00 scdaemon
   6211 root      20   0  225716    908    580 S   0.0   0.0   0:00.29 gpg-agent
   6213 root      20   0   78572   1276   1104 S   0.0   0.0   0:00.00 scdaemon
   8264 daemonna  20   0   20.7g 169380 116964 S   0.0   0.5   0:23.23 code
   8269 daemonna  20   0   16.4g  46536  38680 S   0.0   0.1   0:00.01 code
   8270 daemonna  20   0   16.4g  46404  38556 S   0.0   0.1   0:00.01 code
   8272 daemonna  20   0   16.4g   7912      8 S   0.0   0.0   0:00.00 code
   8285 daemonna  20   0   16.0g   1612   1452 S   0.0   0.0   0:00.00 chrome_crashpad
   8308 daemonna  20   0   16.5g  64976  55864 S   0.0   0.2   0:01.21 code
   8411 daemonna  20   0   20.3g 175268  65808 S   0.0   0.5   0:08.37 code
   8425 daemonna  20   0   28.7g 145236  99300 S   0.0   0.4   0:18.61 code
   8443 daemonna  20   0   20.3g  87940  61884 S   0.0   0.3   0:10.90 code
   8505 daemonna  20   0   20.3g  74128  58292 S   0.0   0.2   0:05.30 code
   8550 daemonna  20   0  225588   6692   3744 S   0.0   0.0   0:00.04 bash
   8555 daemonna  20   0   20.3g  76776  58060 S   0.0   0.2   0:00.65 code
   8624 daemonna  20   0    7944   5368   4312 S   0.0   0.0   0:00.06 ssh-agent
  16654 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 dio/nvme0n1p3
  18896 daemonna  20   0  527052   8724   7660 S   0.0   0.0   0:00.01 gvfsd-trash
  18916 daemonna  20   0  601156   8748   7784 S   0.0   0.0   0:00.02 gvfsd-network
  18972 daemonna  20   0  529188   8820   7840 S   0.0   0.0   0:00.01 gvfsd-dnssd
  23948 root      20   0       0      0      0 I   0.0   0.0   0:01.66 kworker/3:3-events
  30366 daemonna  20   0   24.7g 127660  86524 S   0.0   0.4   0:03.51 chromium-browse
  32051 daemonna  20   0   24.7g  86196  68736 S   0.0   0.3   0:00.52 chromium-browse
  32181 daemonna  20   0   24.7g 152484  93592 S   0.0   0.5   0:06.21 chromium-browse
  32202 daemonna  20   0   24.7g 138956  89528 S   0.0   0.4   0:02.06 chromium-browse
  32224 daemonna  20   0   24.7g 203940  98424 S   0.0   0.6   0:06.37 chromium-browse
  32246 daemonna  20   0   24.7g  88356  69256 S   0.0   0.3   0:00.71 chromium-browse
  32290 daemonna  20   0   24.7g 199520  97604 S   0.0   0.6   0:06.48 chromium-browse
  32304 daemonna  20   0   24.7g  88772  70376 S   0.0   0.3   0:00.83 chromium-browse
  32310 daemonna  20   0   24.7g  80756  64152 S   0.0   0.2   0:00.46 chromium-browse
  32498 daemonna  20   0   32.8g 143656  88736 S   0.0   0.4   0:03.31 chromium-browse
  32534 daemonna  20   0   24.7g  85840  67880 S   0.0   0.3   0:00.59 chromium-browse
  32549 daemonna  20   0   24.7g  82344  64980 S   0.0   0.3   0:00.54 chromium-browse
  33100 daemonna  20   0  767584  54468  43428 S   0.0   0.2   0:00.99 gnome-terminal-
  33118 daemonna  20   0  224932   6032   3716 S   0.0   0.0   0:00.03 bash
  40390 root      20   0       0      0      0 I   0.0   0.0   0:01.24 kworker/4:1-events
